lambda_um,T_total
4.03,0.9999997676678063
4.05,0.9999999152749004
4.069999999999999,0.9999997299246456
4.089999999999999,0.9999989018383753
4.1099999999999985,0.9999993443713361
4.129999999999998,0.9999991572064353
4.149999999999998,0.9999992194575578
4.169999999999997,0.9999002178560773
4.189999999999997,0.9803092468181379
4.209999999999996,0.682473172149025
4.229999999999996,0.3951389003690094
4.249999999999996,0.5363524630478532
4.269999999999995,0.5197194468732537
4.289999999999995,0.5244753401051859
4.309999999999994,0.6452851398647592
4.329999999999994,0.8354968680708303
4.349999999999993,0.9360350653772495
4.369999999999993,0.9780682725557432
4.389999999999993,0.9867784102149774
4.409999999999992,0.9833220868827222
4.429999999999992,0.9909554235277479
4.449999999999991,0.9964293413673935
4.469999999999991,0.9990392536531879
4.48999999999999,0.9998161701362629
4.50999999999999,0.9999656970061407
4.52999999999999,0.9999934374172538
4.549999999999989,0.9999983727062777
4.569999999999989,0.9999995254643594
4.589999999999988,0.9999997808606322
4.609999999999988,0.9999995175220108
4.6299999999999875,0.9999995596998221
4.649999999999987,0.9999995115423447
4.669999999999987,0.9999993161354314
4.689999999999986,0.9999901114562364
4.709999999999986,0.9999959096618777
4.729999999999985,0.9999912171568284
4.749999999999985,0.9999914013062564
4.7699999999999845,0.9999783730888969
4.789999999999984,0.9999844416489404
4.809999999999984,0.9997881478845354
4.829999999999983,0.9999484851113446
4.849999999999983,0.999887608349702
4.869999999999982,0.9999142295210305
4.889999999999982,0.9999566813096538
4.9099999999999815,0.9999875072358194
4.929999999999981,0.9999968877629303
4.949999999999981,0.9999982139069556
4.96999999999998,0.9999988540933784
4.98999999999998,0.9999994189674467
5.009999999999979,0.9999998045928791
5.029999999999979,0.9999998593040499
5.0499999999999785,0.9999997076227463
5.069999999999978,0.9999992530374308
5.089999999999978,0.9999987394930119
5.109999999999977,0.9999985714032845
5.129999999999977,0.9999995188832462
5.149999999999976,0.9999994951354487
5.169999999999976,0.9999795729743085
5.1899999999999755,0.9999949302065326
5.209999999999975,0.9999870584003142
5.229999999999975,0.9999837457003351
5.249999999999974,0.9999881989697236
5.269999999999974,0.9999945344480304
5.289999999999973,0.9999981361449412
5.309999999999973,0.9999992453190153
5.3299999999999725,0.999999648520374
5.349999999999972,0.9999996337272673
5.369999999999972,0.9999996446928067
5.389999999999971,0.999999713382647
5.409999999999971,0.9999998508239839
5.42999999999997,0.9999999496067116
5.44999999999997,0.9999999804454924
5.4699999999999696,0.9999999899373163
5.489999999999969,0.9999999919122128
5.509999999999969,0.9999999945843993
5.529999999999968,0.9999999969124094
5.549999999999968,0.9999999986147005
5.569999999999967,0.9999999982795374
5.589999999999967,0.9999999997909391
5.609999999999967,0.9999999998954743
5.629999999999966,0.9999999998858665
5.649999999999966,0.9999999998375066
5.669999999999965,0.9999999998302789
5.689999999999965,0.9999999998681967
5.709999999999964,0.9999999999271979
5.729999999999964,0.9999999998440383
5.749999999999964,0.999999999900343
5.769999999999963,0.9999999998700599
5.789999999999963,0.9999999998493617
5.809999999999962,0.9999999998830389
5.829999999999962,0.9999999999071048
5.8499999999999615,0.9999999998979658
5.869999999999961,0.9999999998635256
5.889999999999961,0.999999999866759
5.90999999999996,0.9999999998296258
5.92999999999996,0.9999999997611688
5.949999999999959,0.9999999997316709
5.969999999999959,0.9999999997505983
5.9899999999999585,0.99999999842147
6.009999999999958,0.9999999993250347
6.029999999999958,0.9999999996192496
6.049999999999957,0.9999999996273202
6.069999999999957,0.999999999773027
6.089999999999956,0.9999999998429447
6.109999999999956,0.9999999998942869
6.1299999999999555,0.9999999999377419
6.149999999999955,0.9999999999533611
6.169999999999955,0.9999999999375406
6.189999999999954,0.9999999999094752
6.209999999999954,0.9999999999422668
6.229999999999953,0.999999999943508
6.249999999999953,0.9999999999560039
6.2699999999999525,0.9999999999804104
6.289999999999952,0.9999999999731416
6.309999999999952,0.9999999999484163
6.329999999999951,0.9999999999460026
6.349999999999951,0.999999999952291
6.36999999999995,0.9999999999709372
6.38999999999995,0.9999999999850093
6.4099999999999495,0.9999999999946334
6.429999999999949,0.9999999999996159
6.449999999999949,0.999999999999979
6.469999999999948,0.9999999999992052
6.489999999999948,0.999999999996188
6.509999999999947,0.9999999999947251
6.529999999999947,0.999999999991903
6.5499999999999465,0.9999999999816416
6.569999999999946,0.9999999999678245
6.589999999999946,0.9999999999529957
6.609999999999945,0.9999999999428947
6.629999999999945,0.9999999999414068
6.649999999999944,0.9999999999575995
6.669999999999944,0.9999999999845857
6.6899999999999435,0.9999999999724781
6.709999999999943,0.9999999999470965
6.729999999999943,0.9999999999401408
6.749999999999942,0.9999999999468762
6.769999999999942,0.9999999999618748
6.789999999999941,0.9999999999784878
6.809999999999941,0.9999999999882214
6.829999999999941,0.9999999999949569
6.84999999999994,0.9999999999974654
6.86999999999994,0.9999999999874103
6.889999999999939,0.9999999999641835
6.909999999999939,0.9999999999029328
6.929999999999938,0.999999999758219
6.949999999999938,0.9999999994561151
6.969999999999938,0.9999999987000308
6.989999999999937,0.999999997405848
7.009999999999937,0.9999999945040611
7.029999999999936,0.9999999900547132
7.049999999999936,0.9999999807854859
7.0699999999999354,0.9999999661702978
7.089999999999935,0.9999999461262614
7.109999999999935,0.9999999138978911
7.129999999999934,0.9999998717585776
7.149999999999934,0.9999998019859263
7.169999999999933,0.9999996979990949
7.189999999999933,0.9999995853934291
7.2099999999999325,0.9999994449019516
7.229999999999932,0.9999992861128447
7.249999999999932,0.9999991886524779
7.269999999999931,0.9999992212306319
7.289999999999931,0.9999993877650926
7.30999999999993,0.9999996873403888
7.32999999999993,0.999999757991213
7.3499999999999295,0.9999994602345981
7.369999999999929,0.9999992768882461
7.389999999999929,0.999999237710353
7.409999999999928,0.9999993206892859
7.429999999999928,0.9999994760082017
7.449999999999927,0.9999996463639219
7.469999999999927,0.9999997865856836
7.4899999999999265,0.9999998809251761
7.509999999999926,0.9999999362479084
7.529999999999926,0.9999999649003168
7.549999999999925,0.9999999800828623
7.569999999999925,0.9999999887211484
7.589999999999924,0.9999999937132149
7.609999999999924,0.9999999953209486
7.6299999999999235,0.9999999959280771
7.649999999999923,0.9999999934619528
7.669999999999923,0.9999999879495098
7.689999999999922,0.9999999738293566
7.709999999999922,0.9999999548188166
7.729999999999921,0.9999999076805967
7.749999999999921,0.999999843294531
7.7699999999999205,0.9999997671215591
7.78999999999992,0.9999996154978822
7.80999999999992,0.9999995368631676
7.829999999999919,0.9999993534892089
7.849999999999919,0.9999993350046994
7.869999999999918,0.9999993100569237
7.889999999999918,0.9999993344163414
7.9099999999999175,0.9999995608425042
7.929999999999917,0.9999997788065559
7.949999999999917,0.9999997717057862
7.969999999999916,0.9999995469082579
7.989999999999916,0.99999938812184
8.009999999999915,0.9999992719789882
8.029999999999914,0.9999992978362721
8.049999999999914,0.999999430841907
8.069999999999913,0.9999995467083541
8.089999999999913,0.9999996480694369
8.109999999999912,0.999999734799364
8.129999999999912,0.9999998075459822
8.149999999999912,0.9999998644825707
8.169999999999911,0.9999999056144927
8.18999999999991,0.9999999354638281
8.20999999999991,0.9999999573434188
8.22999999999991,0.9999999720651161
8.24999999999991,0.9999999819818725
8.269999999999909,0.9999999886868834
8.289999999999909,0.9999999930533168
8.309999999999908,0.9999999958441641
8.329999999999908,0.9999999975997689
8.349999999999907,0.9999999986605916
8.369999999999907,0.9999999992623406
8.389999999999906,0.9999999995753092
8.409999999999906,0.9999999997269562
8.429999999999906,0.9999999998232595
8.449999999999905,0.9999999998421919
8.469999999999905,0.999999999884398
8.489999999999904,0.999999999903879
8.509999999999904,0.9999999999181046
8.529999999999903,0.9999999999410256
8.549999999999903,0.9999999999676142
8.569999999999903,0.9999999999933284
8.589999999999902,0.9999999999754545
8.609999999999902,0.9999999999706202
8.629999999999901,0.9999999999398222
